datetime,symb,share_price,symbol,orderid,instruction,desc,quantity,status,price,trade P/L,share P/L
2023-01-31T14:51:32+0000,QQQ,291.27,CSCO_031723C50,6026110975,BUY_TO_OPEN,CSCO Mar 17 2023 50.0 Call,1.0,FILLED,1.1
2023-01-31T15:22:36+0000,QQQ,292.09,QQQ_020123C291,6026343069,SELL_TO_CLOSE,QQQ Feb 1 2023 291.0 Call,1.0,FILLED,3.71,2.61,0.8199999999999932
