datetime,share_price,symbol,orderid,instruction,desc,quantity,status,price,trade P/L,share P/L
2022-07-05T15:26:04+0000,279.24,QQQ_070622P280,5672237462,BUY_TO_OPEN,QQQ Jul 6 2022 280.0 Put,1.0,FILLED,3.05
2022-07-05T15:29:04+0000,279.29,QQQ_070622P280,5672250092,SELL_TO_CLOSE,QQQ Jul 6 2022 280.0 Put,1.0,FILLED,2.87,-0.18,0.05000000000001137
