Date,Close,Volume,Open,High,Low,Range,prev_day_close,vix_open,vix_close,vix_range
2020-10-26,280.47,38421090,282.32,285.3,276.76,3.0388214781340146,282.66,29.38,32.46,14.181240063593009
2020-10-23,284.74,24658540,284.79,284.91,281.7818,1.1040216216292698,280.47,28.47,27.55,5.042016806722689
2020-10-22,284.18,32196160,285.05,285.98,280.82,1.8207480592801786,284.74,30.1,28.11,8.442906574394469
2020-10-21,284.19,29306140,284.67,287.32,283.69,1.2714313234444214,284.18,29.12,28.65,7.399864222674813
2020-10-20,284.41,32195360,284.56,287.62,282.95,1.6369595316963796,284.19,28.81,29.35,4.525824840214207
2020-10-19,283.8,36756750,290.49,291.48,282.79,3.026450972539049,284.41,27.36,29.18,9.342499559316066
2020-10-16,288.51,40570700,291.8,293.269,288.15,1.760864368037518,283.8,27.16,27.41,4.7343895619757665
2020-10-15,290.1,42514180,287.25,290.71,286.54,1.4447812906019781,288.51,27.1,26.97,8.017179670722973
2020-10-14,292.06,37181230,295.32,296.35,290.26,2.0763369189069505,290.1,25.72,26.4,6.444275966641391
2020-10-13,294.52,64240030,296.34,297.0496,293.11,1.3350964722085297,292.06,25.67,26.07,6.795930120944517
2020-10-12,294.53,79370660,290.6,297.46,289.47,2.7226415415807512,294.52,25.65,25.07,6.065474994978903
2020-10-09,285.71,30201140,283.09,285.79,282.71,1.083553210202301,294.53,26.2,25.0,8.716417910447753
2020-10-08,281.41,25443290,282.32,282.47,280.31,0.767617896869123,285.71,27.65,26.36,11.76470588235294
2020-10-07,279.92,27539660,277.83,280.74,277.28,1.2400989211856337,281.41,29.26,28.06,6.308492201039861
2020-10-06,275.16,49704240,279.29,281.19,274.25,2.498919775313264,279.92,28.05,29.48,14.247455811462231
2020-10-05,280.16,28184580,276.34,280.49,276.23,1.5303922977439255,275.16,29.52,27.96,8.49719101123596
2020-10-02,274.31,75497390,276.01,282.2412,273.44,3.1677155894422895,280.16,28.87,27.63,10.4522259370051
2020-10-01,282.25,50020220,281.79,282.8794,279.84,1.0802542084029805,274.31,25.78,26.7,6.788710907704047
2020-09-30,277.84,49380800,276.09,281.09,275.8717,1.8738451854050284,282.25,26.69,26.37,7.895745496358766
2020-09-29,275.95,27178920,276.72,277.71,275.3719,0.8454805698758169,277.84,26.81,26.27,5.4296948137052965
2020-09-28,277.2,58438290,276.615,277.2,271.67400000000004,2.013576886498524,275.95,27.15,26.19,8.792474563255913
2020-09-25,271.56,55242380,265.82,272.395,264.2999,3.016648751460095,277.2,28.17,26.38,15.62444641275465
2020-09-24,265.39,70631700,261.58,268.7,261.22,2.823067632850227,271.56,29.54,28.51,8.728392948827647
2020-09-23,264.16,48837270,272.15,272.34,263.2502,3.3943115464024434,265.39,27.02,28.58,16.53313911143481
2020-09-22,272.48,41128890,270.05,273.08,266.54,2.4239279492976404,264.16,28.61,26.86,8.324285197249369
2020-09-21,267.51,57168570,262.52,267.65,260.11,2.857359405790497,272.48,28.04,27.78,12.94177906778214
2020-09-18,266.87,86251120,271.62,272.09,262.63,3.538300418910824,267.51,26.65,25.83,10.565754964406144
2020-09-17,270.32,81570840,267.52,274.3955,266.68,2.8519125334634516,266.87,28.22,26.46,9.641174338528453
2020-09-16,274.61,42435630,279.77,280.36,274.25,2.2033501018733936,270.32,25.31,26.04,6.805366517596734
2020-09-15,279.06,41849930,278.9,280.45,275.1332,1.9139527617105774,274.61,25.92,25.59,4.241948153967001
2020-09-14,275.16,38525190,274.28,277.22,272.96,1.5485840997491902,279.06,25.86,25.85,5.405405405405405
2020-09-11,270.45,71809010,274.33,275.22,266.9,3.0694311222607724,275.16,28.63,26.87,11.45092460881934
2020-09-10,272.34,69667460,280.97,282.195,270.56,4.20982171124639,270.45,28.67,29.71,10.214961306964742
2020-09-09,277.88,64837870,275.54,280.045,273.0,2.547713115569263,272.34,31.68,28.81,12.220367278797996
2020-09-08,269.95,99568650,272.27,278.22,269.66,3.1247718478498943,277.88,30.61,31.46,16.282919488337093
2020-09-04,283.58,123959000,285.76,288.93,271.8,6.10989246161254,269.95,34.62,30.75,25.907347300088524
2020-09-03,287.41,110083300,298.2,298.62,284.41,4.8745347580741925,283.58,26.28,33.6,33.37662337662337
2020-09-02,302.76,50836770,303.26,303.5,296.89,2.2019020969703074,287.41,26.01,26.57,5.855513307984787
2020-09-01,299.92,36395770,297.6,300.04,295.79,1.426581407448433,302.76,25.86,26.12,6.08409223018795
2020-08-31,294.88,36321030,293.16,296.745,292.62,1.399811661703698,299.92,23.91,26.41,19.59809405427802
2020-08-28,292.53,28021020,292.27,293.18,290.93,0.770402835082433,294.88,24.59,22.96,14.957090314671026
2020-08-27,291.05,49482720,293.08,293.851,288.705,1.766697107230898,292.53,23.42,24.47,23.28456624768184
2020-08-26,291.96,42216690,287.11,292.22,285.829,2.2112312278024944,291.05,22.14,23.27,10.635890472957673
2020-08-25,285.86,34866590,282.78,286.06,282.37,1.2983128969266213,291.96,22.16,22.03,8.45195729537366
2020-08-24,283.63,36418530,285.06,286.0,281.27,1.667636222610051,285.86,22.87,22.37,8.68782354265136
2020-08-21,281.87,34748930,280.07,282.34,279.461,1.0249180759735075,283.63,22.58,22.54,10.358908231248657
2020-08-20,279.93,27723380,275.3,280.43,274.86,2.0061589439752177,281.87,24.1,22.72,9.49542261017671
2020-08-19,276.1,31999360,277.93,279.02,275.57,1.2441623541715463,279.93,21.6,22.54,9.051626108710494
2020-08-18,277.97,23529500,276.41,278.465,274.91,1.2848430088095595,276.1,21.69,21.51,6.265721472673226
2020-08-17,275.32,24802970,273.91,275.84,272.1978,1.3291783887899713,277.97,22.52,21.35,6.7028985507246395
2020-08-14,272.16,30799490,273.01,273.4,270.72,0.985076821289403,275.32,22.27,22.05,7.763564181737986
2020-08-13,272.48,31895720,272.64,274.83,271.51,1.2153603982867789,272.16,22.2,22.13,6.626098715348218
2020-08-12,271.86,38894270,267.37,272.84,267.37,2.025138372114537,272.48,22.82,22.28,6.033318325078793
2020-08-11,265.19,43104320,269.1,270.44,264.63,2.1716784719756306,271.86,21.85,24.03,20.570670205706694
2020-08-10,270.31,35088370,271.74,271.98,266.67,1.9715956558061825,265.19,22.88,22.13,9.159626500666956
2020-08-07,271.47,44969360,274.04,274.8818,269.245,2.071870012651461,270.31,23.45,22.21,8.688097306689835
2020-08-06,274.64,28048220,270.78,274.98,270.19,1.7572500321000863,271.47,23.03,22.65,13.930789707187225
2020-08-05,271.05,21685920,270.83,271.52,269.96,0.5761985668907447,274.64,23.44,22.99,3.227888960619755
2020-08-04,270.38,24911290,268.74,270.48,268.09,0.8875355107042886,271.05,24.01,23.76,7.718120805369126
2020-08-03,269.38,32081570,268.05,270.15,267.87,0.8475521356083315,270.38,25.75,24.28,15.940224159402238
2020-07-31,265.79,53756160,265.83,265.95,260.85,1.9362186788154772,269.38,24.79,24.46,11.449159327461969
2020-07-30,261.13,41774460,257.78,261.71,256.55,1.9912785088565463,265.79,25.04,24.76,13.791800491214806
2020-07-29,259.77,27556880,258.33,260.66,257.91,1.0606089823938907,261.13,25.16,24.1,6.87690742624619
2020-07-28,256.81,31302390,259.33,259.85,256.51,1.2936710821907318,259.77,24.86,25.44,7.214428857715433
2020-07-27,260.12,36445740,257.36,260.52,256.445,1.576509048001311,256.81,26.6,24.74,9.283355991454654
2020-07-24,255.56,54054540,254.12,256.93,251.32,2.207575012297103,260.12,27.96,25.84,11.27333210127517
2020-07-23,258.01,51363540,264.55,265.24,256.55,3.330841909580482,255.56,23.97,26.08,13.25420375865479
2020-07-22,264.93,29865520,264.46,265.89,262.55,1.2640981000681153,258.01,24.56,24.32,8.454058344909713
2020-07-21,264.0,43442970,268.41,268.41,263.125,1.9885802440102813,264.93,24.08,24.84,8.282582216808766
2020-07-20,266.78,40610130,260.12,267.43,258.79,3.283797651172508,264.0,26.94,24.46,10.616371767450893
2020-07-17,259.42,35137870,259.71,260.31,257.17,1.2135734714385045,266.78,27.15,25.68,8.045325779036823
2020-07-16,259.12,47594110,257.97,259.78,255.62,1.6142801707411596,259.42,28.41,28.0,8.210414074995553
2020-07-15,260.9,54523870,261.68,262.69,257.49,1.9993079318697329,259.12,29.15,27.76,10.199091861683542
2020-07-14,260.37,72230510,256.07,260.79,252.76,3.1272514847629362,260.9,31.14,29.52,14.185750636132319
2020-07-13,258.54,64108090,266.87,269.79,257.69,4.58785167210132,260.37,27.85,32.19,18.81321645313554
2020-07-10,263.97,32885300,262.0,264.23,259.26,1.8987946283596735,258.54,30.86,27.29,13.025499655410066
2020-07-09,262.18,40312910,261.89,262.87,257.63,2.013448607108553,263.97,28.18,29.26,18.64907101927418
2020-07-08,259.99,30426270,258.0,260.02,256.5,1.3629675520792928,262.18,28.95,28.08,10.306406685236773
2020-07-07,256.61,36578190,258.1,260.88,256.3,1.7711435090297318,259.99,28.77,29.43,8.368495077355833
2020-07-06,258.39,34589050,255.46,258.928,255.43,1.360142157796706,256.61,27.76,27.94,12.80751173708919
2020-07-02,252.19,31956500,252.97,254.27,251.71,1.011897703466541,258.39,28.33,27.68,9.348546190651463
2020-07-01,250.49,34689210,247.66,251.52,247.0802,1.7809058239447235,252.19,30.96,28.62,11.874583055370254
2020-06-30,247.6,38909220,242.77,248.16,242.58,2.274116640176054,250.49,32.54,30.43,10.815999999999997
2020-06-29,242.84,34377800,239.98,242.85,237.35,2.2907122032486464,247.6,35.05,31.78,13.30591863709796
2020-06-26,240.22,52824550,245.75,245.96,239.68,2.5862779013260857,242.84,33.01,34.73,15.485213256055882
2020-06-25,246.03,36940810,243.91,246.34,241.14,2.133420858291629,240.22,36.59,32.22,15.586690017513135
2020-06-24,243.71,46032380,247.99,249.325,242.16,2.9156535804754946,246.03,31.05,33.84,18.128397238137207
2020-06-23,248.84,32767370,248.39,251.15,247.82,1.33474958414334,243.71,31.71,31.37,8.03673938002296
2020-06-22,246.74,24068680,243.77,246.87,243.38,1.4237633860275407,248.84,35.22,31.77,11.189019841861853
2020-06-19,244.24,49422110,246.74,247.0,242.45,1.8592297476759674,246.74,32.07,35.12,14.407814407814406
2020-06-18,244.28,30578650,243.29,244.53,242.49,0.8377479364297122,244.24,33.83,32.94,11.7097386479778
2020-06-17,243.62,34749270,244.4,245.5,242.73,1.1347110992769842,244.28,33.28,33.47,8.662118065855834
2020-06-16,242.85,48890100,243.78,244.39,239.1,2.188256220397523,243.62,34.28,33.67,16.536571263370924
2020-06-15,238.75,45307370,232.44,239.45,231.47,3.38911067697273,242.85,44.09,34.4,25.813008130081293
2020-06-12,235.88,72034790,239.09,240.4,231.74,3.6684034396577276,238.75,37.68,36.09,23.22760015164918
2020-06-11,234.02,72919440,242.29,243.59,233.96,4.033085540781068,235.88,30.45,40.79,36.32579436658804
2020-06-10,246.22,58084410,245.0,247.815,244.51,1.3426090489006275,234.02,26.73,27.57,10.71363718903215
2020-06-09,243.3,35046250,240.66,244.18,240.47,1.531001753842983,246.22,25.93,27.57,7.451788054671404
2020-06-08,241.55,32937310,239.54,241.68,237.91,1.5721762338664318,243.3,25.56,25.81,5.253802093620391
2020-06-05,239.69,47365570,236.06,240.297,235.63,1.9612251458732122,241.55,24.79,24.52,6.374665844129142
2020-06-04,235.03,38716100,236.32,237.79,233.68,1.7434831484505844,239.69,26.23,25.81,8.069277701239916
2020-06-03,236.69,37228700,236.23,237.47,235.35,0.8967471765153778,235.03,26.75,25.66,7.458669742406772
2020-06-02,235.63,33383420,234.42,235.69,232.01,1.5736583279880294,236.69,28.4,26.84,6.741573033707864
2020-06-01,234.06,26140130,232.4,234.45,232.0,1.050487726444416,235.63,28.94,28.23,8.482370975983656
2020-05-29,233.36,50878600,230.43,233.6,228.76,2.093606713383512,234.06,29.3,27.51,9.991296779808533
2020-05-28,229.99,43008480,229.05,233.47,229.05,1.911268701893967,233.36,27.82,28.59,8.583391486392188
2020-05-27,230.29,55665570,228.51,230.41,223.94,2.8480246505997573,229.99,27.62,27.62,16.333038086802475
2020-05-26,229.04,33055350,233.44,233.57,228.79,2.0676529111514843,230.29,27.72,28.01,5.021520803443324
2020-05-22,229.66,28762390,228.46,229.87,227.5,1.0363600585958872,229.04,31.36,28.16,11.816045652903657
2020-05-21,228.87,43642910,231.49,232.135,228.34,1.6482979532004938,229.66,28.97,29.53,8.743735959910135
2020-05-20,231.39,37417000,229.48,231.76,229.48,0.988639320093661,228.87,29.52,27.99,6.93721817551162
2020-05-19,226.86,36237300,227.66,229.85,226.71,1.3755037673033057,231.39,28.73,30.53,8.018947724581281
2020-05-18,227.43,42597550,226.28,228.68,225.47,1.413629857976443,226.86,30.71,29.3,9.187279151943452
2020-05-15,223.27,55747210,218.77,223.33,218.33,2.2641851197753926,227.43,32.5,31.89,12.362097627323571
2020-05-14,221.83,51549350,218.12,221.87,215.99,2.6857899785319486,223.27,35.16,32.61,19.410696830051677
2020-05-13,219.34,65521210,222.65,224.61,216.71,3.5801685851536322,221.83,32.74,35.28,19.504326147528968
2020-05-12,222.12,41054120,227.48,228.095,222.09,2.667792129902149,219.34,28.47,33.04,23.848238482384822
2020-05-11,226.87,35714130,223.5,227.93,223.25,2.0745600425550808,222.12,28.46,27.57,15.36881738832792
2020-05-08,224.86,31964420,223.55,225.0,222.48,1.126307320997591,226.87,30.14,27.98,8.579272477693891
2020-05-07,221.82,38624840,221.75,222.73,220.42,1.042536387227802,224.86,32.12,31.44,6.097366320830008
2020-05-06,219.0,36455220,219.37,221.04,218.11,1.3343959922577608,221.82,32.69,34.12,11.904408490426
2020-05-05,217.66,37783080,217.4,220.14,216.85,1.5057552804411964,219.0,34.82,33.61,12.527504767493031
2020-05-04,215.22,32841020,211.61,215.45,211.12,2.03014745528283,217.66,39.13,35.97,12.63019116677653
2020-05-01,212.74,48794970,214.54,216.67,211.68,2.3298704330570703,215.22,38.17,37.19,7.825630252100832
2020-04-30,218.91,43359480,220.01,220.04,217.35,1.2300235487779774,212.74,30.99,34.15,14.984297891431128
2020-04-29,219.0,48716410,216.21,219.97,215.14,2.2201282434327005,218.91,32.48,31.23,7.7621283255085975
2020-04-28,211.5,46862820,217.27,217.32,211.21,2.851608988868917,219.0,33.21,33.57,14.712573942059763
2020-04-27,215.56,36451700,216.18,216.63,214.5,0.9881010368102408,211.5,36.29,33.29,11.399564902102973
2020-04-24,213.84,34303370,210.94,214.3,209.5,2.265219443133559,215.56,41.91,35.93,16.683831101956738
2020-04-23,210.52,43278540,211.8,214.435,210.095,2.0446140437660487,213.84,41.3,41.38,8.365019011406835
2020-04-22,210.97,40188770,209.14,212.35,208.33,1.9111914043928793,210.52,44.91,41.98,8.464384828862174
2020-04-21,204.89,72932770,210.63,211.16,203.63,3.6307529111116477,210.97,44.28,45.41,8.739348918505572
2020-04-20,212.74,38249130,213.27,215.88,212.57,1.5451044462597747,204.89,40.68,43.83,9.43734320869668
2020-04-17,215.29,62863220,215.96,216.51,212.0801,2.067196605801209,212.74,39.5,38.15,6.753113365001914
2020-04-16,213.25,64657360,211.78,214.36900000000003,209.69,2.2067683977937174,215.29,41.92,40.11,7.6004343105320435
2020-04-15,209.43,47035950,208.48,211.8338,207.12,2.250271987030547,213.25,39.4,40.84,9.42230834443501
2020-04-14,211.86,63959560,207.17,212.5,206.42,2.9027021865750084,209.43,40.24,37.76,8.371854134565995
2020-04-13,203.03,42853950,199.92,203.42,198.75,2.3224009747121808,211.86,44.6,41.17,8.978076789235582
2020-04-09,200.86,68323930,202.27,203.22,199.0281,2.0842360722151345,203.03,43.0,41.67,9.963269054178136
2020-04-08,200.57,45940440,198.0835,201.17,196.1733,2.515054362310866,200.86,45.9,43.35,10.577886649593585
2020-04-07,196.4,69904480,202.14,202.66,196.0,3.3411929965384024,200.57,44.83,46.7,8.789277081960009
2020-04-06,196.48,64763520,190.38,197.65,189.19,4.373901354565199,196.4,44.17,45.24,5.113254092845916
2020-04-03,183.37,47487620,185.5,187.0716,181.29,3.1390894164864083,196.48,51.11,46.8,11.208724628900328
2020-04-02,186.01,56465350,181.59,190.1,180.97,4.920904411566548,183.37,54.46,50.91,12.610270220076142
2020-04-01,182.31,53715380,184.81,187.66,180.86,3.690437425377175,186.01,57.38,57.06,13.815615350683732
2020-03-31,190.4,62659270,191.53,195.25,189.2,3.147353361945643,182.31,56.69,53.54,14.357383927756997
2020-03-30,192.04,49356940,187.1,192.49,186.3406,3.2465170448216245,190.4,66.3,57.08,17.845361654195827
2020-03-27,185.3,58844980,186.93,190.5149,184.66,3.121157625416847,192.04,64.95,65.54,11.153552330022915
2020-03-26,191.9,79887560,183.87,192.72,183.61,4.84149549597427,185.3,65.67,61.0,15.073765234124448
2020-03-25,182.3,88754910,184.42,189.51,179.98,5.15846166337384,191.9,61.44,63.95,17.069903065647406
2020-03-24,183.66,94881790,179.91,183.83,177.95,3.2505942838189092,182.3,58.76,61.67,52.26253567060741
2020-03-23,170.46,124639600,170.92,174.21,164.93,5.472666155569971,183.66,74.08,61.59,23.731778425655968
2020-03-20,170.7,118983900,181.74,182.87,170.1,7.235742414369499,170.46,67.86,66.04,19.049870007090526
2020-03-19,177.66,120896500,175.69,183.49,171.63,6.67943230457311,170.7,80.62,72.0,20.532617941503652
2020-03-18,176.6,114156300,171.605,179.22,166.8,7.178775793306738,177.66,69.37,76.45,20.795660036166357
2020-03-17,182.14,121257100,175.47,184.39,169.78,8.25027529152666,176.6,82.69,75.91,18.634020618556693
2020-03-16,169.3,92054390,174.15,184.68,169.16,8.772326475243053,182.14,57.83,82.69,36.39578470896104
2020-03-13,192.34,134882000,187.07,194.48,178.13,8.775931939561469,169.3,71.31,57.83,33.75018833810455
2020-03-12,177.32,137820700,182.09,190.78,176.94,7.527466550636356,192.34,61.46,75.47,24.747696358051776
2020-03-11,195.22,89168780,199.35,200.75,192.73,4.076446070956598,177.32,52.24,53.9,11.039697542533087
2020-03-10,204.11,100599200,201.11,204.3,193.6802,5.33684841607698,195.22,49.68,47.3,24.390243902439014
2020-03-09,193.57,116424000,193.48,201.16,192.11,4.602435985455277,204.11,41.94,54.46,38.78531616375168
2020-03-06,208.02,89828390,204.67,209.15,202.91,3.028685142940353,193.57,41.46,41.94,28.457418880604845
2020-03-05,211.59,78705460,212.69,216.36,210.1,2.9357970266848095,208.02,33.61,39.62,24.351924587588385
2020-03-04,218.22,73086210,213.32,218.33,211.37,3.2394693972539015,211.59,34.44,31.99,16.029143897996352
2020-03-03,209.48,131953500,217.11,219.61,207.62,5.612901715703489,218.22,33.64,36.82,48.88619487801182
2020-03-02,216.42,112933900,208.88,216.57,205.94,5.03183356606944,209.48,34.86,33.42,32.60263053009167
2020-02-28,205.8,149247100,198.92,207.17,198.17,4.440716435584942,216.42,42.02,40.11,22.757456387169388
2020-02-27,205.64,121822600,211.05,216.4235,205.5,5.177952875343511,205.8,28.95,39.16,34.33681073025336
2020-02-26,216.48,80400050,216.67,220.28,214.9,2.472540098350106,205.64,26.63,27.56,17.706607767347684
2020-02-25,215.37,97742980,223.19,223.9879,214.74,4.215779301931784,216.48,22.19,27.85,30.739893211289086
2020-02-24,221.39,84522550,221.84,224.25,220.26,1.79523520280759,215.37,22.25,25.03,17.993795243019655
2020-02-21,230.27,66058610,233.64,234.01,229.3211,2.0239953674596802,221.39,17.33,17.08,11.744186046511624
2020-02-20,234.78,42604020,236.46,236.95,231.88,2.162830876863679,230.27,14.54,15.56,17.1608832807571
2020-02-19,236.98,22230460,236.07,237.47,235.85,0.6845263246852042,234.78,14.66,14.38,3.6614853195164025
2020-02-18,234.73,24521240,233.47,235.17,233.25,0.8197771230946534,236.98,14.98,14.83,6.3957361758827505
2020-02-14,234.64,23438530,234.28,234.86,233.5501,0.5592962235442948,234.73,14.12,13.68,8.309455587392538
2020-02-13,233.97,22773160,232.62,234.93,232.36,1.099959340024393,234.64,14.43,14.15,9.782608695652172
2020-02-12,234.27,24471280,233.34,234.38,232.8,0.6763988184425634,233.97,14.86,13.74,8.039147151345686
2020-02-11,232.01,30197980,233.21,234.02,231.3999,1.1259080241304713,234.27,14.91,15.18,6.003372681281611
2020-02-10,231.97,21478930,228.43,231.98,228.38,1.5639933964723234,232.01,15.88,15.04,9.033078880407125
2020-02-07,229.2,25884930,229.16,230.44,228.54,0.8279227853065517,231.97,15.07,15.47,8.71811430416532
2020-02-06,230.19,22467080,228.77,230.25,227.98,0.9907688278811994,229.2,15.13,14.96,6.324110671936764
2020-02-05,228.22,38534820,230.22,230.25,226.85,1.4876394661999586,230.19,16.29,15.15,8.296107211231657
2020-02-04,227.47,30691210,225.39,227.86,224.6523,1.4177294186257552,228.22,16.45,16.05,5.1729510751012775
2020-02-03,222.38,25468310,220.14,222.885,219.99,1.3073666384419902,227.47,18.64,17.97,9.894385769872137
2020-01-31,219.07,52015830,223.5,223.56,218.285,2.387715148977585,222.38,16.25,18.84,21.067182748133806
2020-01-30,222.6,39568090,220.37,222.7,219.6891,1.3611999029813313,219.07,17.82,15.49,18.34372217275156
2020-01-29,221.81,29063130,222.66,222.93,220.83,0.9464575446187102,222.6,15.68,16.39,10.826210826210822
2020-01-28,221.45,26731880,219.6,221.96,219.06,1.3151331005396607,221.81,16.94,16.28,13.879003558718871
2020-01-27,218.1,42264420,217.72,219.2845,217.18,0.9643395969202542,221.45,17.42,18.23,12.27678571428571
2020-01-24,222.7,37436480,225.62,225.88,221.6701,1.8813089305532518,218.1,12.75,14.56,23.496503496503504
2020-01-23,224.59,26496110,223.71,224.69,222.7,0.8896041485057821,222.7,13.26,12.98,8.93318567737173
2020-01-22,223.87,20736400,224.38,225.15,223.59,0.6952801176627901,224.59,12.45,12.91,5.529225908372823
2020-01-21,223.28,21146260,222.73,223.84,222.66,0.5285554311310221,223.87,13.23,12.85,7.875243664717348
2020-01-17,223.38,24325170,223.24,223.56,222.1221,0.6452581335440725,223.28,12.21,12.1,6.025588113908381
2020-01-16,222.28,18804960,221.24,222.32,220.8,0.6860444123487912,223.38,12.2,12.32,5.289256198347112
2020-01-15,220.17,25742080,220.18,221.2,219.45,0.7942811755361397,222.28,12.79,12.42,7.102502017756261
2020-01-14,220.08,24573340,220.75,221.21,219.74,0.6667422610273268,220.17,12.72,12.39,13.683803633552374
2020-01-13,220.95,22846100,219.31,220.98,218.98,0.9091735612328394,220.08,12.84,12.32,6.060606060606057
2020-01-10,218.43,21914630,219.76,219.87,218.04,0.8357881756525372,220.95,12.42,12.56,6.249999999999995
2020-01-09,218.99,23641290,218.91,219.41,217.7125,0.7766701553912191,218.43,12.95,12.54,5.510283275126122
2020-01-08,217.15,26464210,215.47,218.14,215.16,1.3754904223401754,218.99,15.16,13.45,17.171357320983258
2020-01-07,215.53,23120990,215.64,216.14,214.85,0.5986217777674618,217.15,13.84,13.79,7.684021543985639
2020-01-06,215.56,21726990,212.49,215.59,212.24,1.566042587008856,215.53,15.45,13.85,19.044437019712674
2020-01-03,214.18,27532660,213.29,215.47,213.28,1.0215743440233227,215.56,15.01,14.02,20.934197067848608
2020-01-02,216.16,31014900,214.4,216.16,213.98,1.0136234714279104,214.18,13.46,12.47,9.946442234123953
2019-12-31,212.61,18201590,211.62,212.76,211.2,0.735918482875744,216.16,14.84,13.78,11.256005490734388
2019-12-30,212.21,21829910,213.51,213.63,211.16,1.1629275642081964,212.61,13.74,14.82,11.896431070678805
2019-12-27,213.61,18142240,214.55,214.56,213.04,0.7109448082319972,212.21,12.61,13.43,14.291292463881296
2019-12-26,213.79,17159310,212.26,213.81,212.23,0.7417143930147464,213.61,12.74,12.65,8.418471597874944
2019-12-24,211.92,7089020,211.97,212.09,211.44,0.30694401813331085,213.79,12.65,12.67,2.204724409448814
2019-12-23,211.81,23798670,212.03,212.15,211.63,0.2454103544291898,211.92,12.81,12.61,3.8719873567759793
2019-12-20,211.71,27690930,211.81,212.5186,211.27,0.5892560583271857,211.81,12.55,12.51,4.624746450304262
2019-12-19,210.86,17892060,209.64,210.93,209.62,0.6229936987278574,211.71,12.55,12.5,2.7766759222530712
2019-12-18,209.55,15490830,209.6,210.13,209.33,0.38144280741905445,210.86,12.24,12.58,6.252537555826225
2019-12-17,209.39,16034650,209.5,209.71,209.04,0.3200000000000076,209.55,12.23,12.29,4.677882642593355
2019-12-16,209.27,21366180,208.5,209.53,208.48,0.5023803258295311,209.39,12.47,12.14,6.765676567656753
2019-12-13,207.19,32534390,206.36,207.91,205.96,0.9423248846256015,209.27,13.18,12.63,13.46225362588323
2019-12-12,206.51,32704630,204.77,207.32,204.49099999999999,1.373931245158584,207.19,14.94,13.94,13.379073756432255
2019-12-11,204.98,18897760,204.37,205.19,204.04,0.5620311316374683,206.51,15.57,14.99,6.397415185783522
2019-12-10,203.9,21849710,204.17,204.88,203.44,0.7053291536050146,204.98,15.8,15.68,12.378259503612938
2019-12-09,204.07,14032180,204.63,205.5937,203.98,0.7879900491657656,203.9,14.25,15.86,26.977401129943505
2019-12-06,205.0,16562250,204.25,205.145,204.1501,0.48615290043785087,204.07,14.37,13.62,9.255242227042668
2019-12-05,202.83,15038790,203.15,203.15,201.84,0.6469295538161447,205.0,14.46,14.52,8.124576844955987
2019-12-04,202.43,15336750,202.49,202.91,202.14,0.380199975311695,202.83,16.38,14.8,14.941022280471818
2019-12-03,201.41,31425400,200.32,201.49,193.785,3.898551641262419,202.43,14.68,15.96,20.7361963190184
2019-12-02,203.0,28121020,205.11,205.18,201.78,1.6709258895223142,201.41,12.69,14.91,19.554277498202723
2019-11-29,205.1,9854553,205.59,205.83,205.0,0.4040600735097303,203.0,12.5,12.62,5.691382765531069
2019-11-27,206.04,17060230,205.13,206.05,204.89,0.5645593030612863,205.1,11.55,11.75,3.013344812742141
2019-11-26,204.61,14812920,204.32,204.87,204.05,0.40105644135771945,206.04,11.88,11.54,5.285592497868706
2019-11-25,204.22,17794720,202.67,204.26,202.67,0.7814611849703899,204.61,12.51,11.87,7.072368421052627
2019-11-22,201.83,17197020,202.17,202.32,200.74,0.7840023817793798,204.22,12.82,12.34,7.193119624706802
2019-11-21,201.7,17934350,201.94,202.07,201.07,0.4961055712655653,201.83,13.35,13.13,10.398481973434528
2019-11-20,202.15,36706280,202.85,203.45,200.62,1.4007473952532898,201.7,13.42,12.78,11.650485436893208
2019-11-19,203.37,16997570,203.84,203.84,202.59,0.615112073419777,202.15,12.33,12.86,6.754072308303533
2019-11-18,203.07,18408800,202.61,203.39,201.77,0.7996840754269801,203.37,12.39,12.46,6.136900078678201
2019-11-15,202.91,18434520,202.61,202.91,202.0,0.44948260107184146,203.07,12.95,12.05,8.43712334270792
2019-11-14,201.43,17055690,200.83,201.56,200.22,0.6670317088954172,202.91,13.16,13.05,6.5818997756170585
2019-11-13,201.59,16110340,200.84,201.775,200.71,0.5292122687802018,201.43,12.91,13.0,7.617625093353245
2019-11-12,201.54,14778280,201.13,202.21,200.82,0.6897749547180185,201.59,12.64,12.68,5.813040062843678
2019-11-11,200.96,10187220,200.23,201.0363,199.94,0.5468153604090882,201.54,13.15,12.69,6.347992351816445
2019-11-08,201.23,15272520,200.02,201.25,199.54,0.8533147034606692,200.96,12.98,12.07,8.383233532934137
2019-11-07,200.43,17832360,200.76,201.72,199.85,0.9313444729436982,201.23,12.59,12.73,5.009940357852889
2019-11-06,199.76,19725490,199.98,200.0,198.785,0.6093509033689851,200.43,13.18,12.62,6.079261254328594
2019-11-05,200.21,15048860,200.35,200.55,199.55,0.49987503124218946,199.76,12.85,13.1,8.068938503721107
2019-11-04,200.1,19015860,200.19,200.5251,198.8658,0.8309152762368907,200.21,12.68,12.83,5.396949550254214
2019-11-01,198.87,22131880,197.93,198.88,197.63,0.6305011222919977,200.1,12.99,12.3,6.85849428458809
2019-10-31,197.08,26801800,197.56,197.65,195.94,0.8689245153586258,198.87,12.21,13.22,13.46595256312165
