date,open,high,low,close,volume,spy_range,prev_spy_close,vix_open,vix_close,vix_range
1993-03-12,26.2597,26.2779,26.0418,26.2052,643600,0.9025281108263252,26.4777,15.6,15.66,9.33503836317136
1993-03-15,26.1871,26.3324,26.1871,26.3324,310800,0.5533182913013219,26.2052,15.01,14.74,2.8965981812057913
1993-03-16,26.3324,26.405,26.3324,26.3324,30800,0.275326428682496,26.3324,13.05,14.51,11.756220699603311
1993-03-17,26.2961,26.2961,26.1326,26.1689,21800,0.6237041925510229,26.3324,15.06,14.53,5.27383367139959
1993-03-18,26.2779,26.4413,26.2779,26.3324,59300,0.6198880104402166,26.1689,14.33,14.17,6.1559507523939825
1993-03-19,26.4387,26.4387,26.2927,26.2927,66900,0.5537497582085846,26.3324,14.33,13.23,5.777777777777787
1993-03-22,26.0372,26.2015,26.019000000000002,26.1467,183400,0.6989592209955762,26.2927,13.97,13.66,5.486284289276805
1993-03-23,26.2197,26.238000000000003,26.165,26.2015,55200,0.2786100032441041,26.1467,12.71,13.02,5.218726016884111
1993-03-24,26.165,26.311,26.0372,26.2015,37200,1.046072262274544,26.2015,12.23,12.44,6.6533066132264524
1993-03-25,26.2197,26.4204,26.1832,26.3657,110100,0.9018394178345261,26.2015,12.71,12.08,6.19718309859156
1993-03-26,26.3475,26.3657,26.2015,26.2197,101500,0.624724162595691,26.3657,10.66,12.21,14.93055555555556
1993-03-29,26.238000000000003,26.4569,26.238000000000003,26.3292,87100,0.8308204399287136,26.2197,13.04,12.63,6.084551560647962
1993-03-30,26.3657,26.4022,26.3292,26.4022,56000,0.2768748791042923,26.3292,12.58,12.23,4.7105788423153685
1993-03-31,26.4752,26.5481,26.384,26.384,111600,0.6200396356842114,26.4022,12.29,12.53,5.659625348744527
1993-04-01,26.4204,26.4204,26.238000000000003,26.2927,129500,0.6927669659541409,26.384,13.04,13.02,10.093457943925245
1993-04-02,26.0737,26.0737,25.7453,25.7453,59400,1.2674887589494142,26.2927,14.27,14.5,5.963938973647707
1993-04-05,25.945999999999998,25.945999999999998,25.8001,25.8731,172200,0.5639072316560957,25.7453,14.43,14.12,6.868131868131868
1993-04-06,25.9278,25.9278,25.7271,25.8001,129700,0.7770801995551292,25.8731,13.73,14.24,7.843137254901955
1993-04-07,25.8366,25.8913,25.7818,25.8913,28000,0.42381819554081557,25.8001,13.75,13.64,7.1022727272727275
1993-04-08,26.0008,26.0008,25.7453,25.8548,180800,0.9875140348741311,25.8913,12.33,12.83,11.545912437039908
1993-04-12,26.1102,26.238000000000003,26.0737,26.2197,348500,0.6281577543838351,25.8548,12.33,11.93,10.37037037037037
1993-04-13,26.2015,26.3657,26.1832,26.2745,146100,0.6945911332111652,26.2197,12.59,11.7,12.03438395415472
1993-04-14,26.2927,26.311,26.2197,26.238000000000003,119600,0.3476062569126259,26.2745,12.33,11.76,6.661115736885935
1993-04-15,26.2197,26.2927,26.1285,26.238000000000003,148600,0.6264641023097565,26.238000000000003,11.96,10.96,11.111111111111109
1993-04-16,26.2562,26.2927,26.2015,26.238000000000003,47900,0.3474669582544381,26.238000000000003,11.11,11.29,6.834532374100717
1993-04-19,26.238000000000003,26.311,26.1102,26.1285,157000,0.7661022639695427,26.238000000000003,11.11,12.06,8.087615838247675
1993-04-20,26.092,26.1285,25.8366,26.0008,279500,1.1234463130062224,26.1285,11.82,11.94,6.504734458624942
1993-04-21,26.0555,26.0555,25.9096,25.9825,67900,0.5615307196560672,26.0008,12.41,12.11,6.441223832528187
1993-04-22,25.8731,26.092,25.6541,25.6541,97700,1.6924947000836743,25.9825,11.58,12.68,12.755519215044975
1993-04-23,25.5993,25.6723,25.5081,25.5446,106000,0.6416518823612204,25.6541,13.2,13.36,7.881040892193313
1993-04-26,25.5628,25.6541,25.2709,25.3439,62600,1.5049582719685761,25.5446,14.06,15.25,9.91847826086956
1993-04-27,25.3074,25.6176,25.3074,25.6176,156800,1.2182621502209063,25.3439,15.39,13.93,10.347174948944858
1993-04-28,25.5811,25.6358,25.5264,25.5628,85900,0.42765948297767037,25.6176,15.39,13.12,19.952114924181966
1993-04-29,25.6176,25.6723,25.4716,25.6723,85000,0.7848443313865435,25.5628,13.24,12.8,4.878048780487795
1993-04-30,25.7636,25.8548,25.7088,25.7088,88500,0.5662909494294456,25.6723,11.26,12.42,11.872909698996654
1993-05-03,25.7453,25.8731,25.6358,25.8731,80500,0.9213941668333092,25.7088,13.25,12.9,5.549220828582292
1993-05-04,25.9278,26.0555,25.8913,25.9643,149100,0.6321852356641698,25.8731,13.05,12.14,7.707588398887569
1993-05-05,25.9643,26.1285,25.9643,26.0372,109000,0.6304134160574877,25.9643,12.12,12.38,6.394172399838115
1993-05-06,26.0008,26.019000000000002,25.9278,25.945999999999998,54700,0.3511284621959413,26.0372,12.83,13.22,8.669201520912551
1993-05-07,25.9643,25.9643,25.8548,25.8913,68000,0.42262409034506804,25.945999999999998,12.93,13.01,4.6299810246679405
1993-05-10,25.9278,26.092,25.9278,25.945999999999998,113900,0.6312980826531338,25.8913,13.42,13.72,10.443490701001435
1993-05-11,25.945999999999998,26.0555,25.8731,26.0555,42600,0.7025030522679128,25.945999999999998,13.62,13.35,6.100217864923747
1993-05-12,25.945999999999998,26.0372,25.945999999999998,26.019000000000002,31000,0.3508825928376884,26.0555,12.98,13.56,9.191994069681247
1993-05-13,25.9096,25.9096,25.6906,25.7088,129100,0.8488339192483796,26.019000000000002,14.63,14.76,4.211253020365892
1993-05-14,25.7088,25.7818,25.6723,25.6906,63500,0.4256220592722469,25.7088,14.63,14.39,6.553984132459475
1993-05-17,25.7636,25.7818,25.6541,25.7818,34000,0.49654035411065345,25.6906,14.85,14.13,5.181347150259068
1993-05-18,25.8001,25.8183,25.6723,25.7636,105200,0.5670937996449867,25.7818,14.52,14.19,3.7630662020905863
1993-05-19,25.7636,26.2927,25.5993,26.2927,50200,2.6724735990133373,25.7636,14.46,14.29,8.756080611535786
1993-05-20,26.2927,26.3657,26.238000000000003,26.3657,98200,0.4855171784494143,26.2927,14.46,13.98,12.667135819845171
1993-05-21,26.384,26.4204,26.1102,26.1285,221400,1.1810259163230643,26.3657,14.16,14.51,9.01152637093958
1993-05-24,26.1832,26.3292,26.1832,26.238000000000003,30500,0.5560591403173376,26.1285,14.16,14.1,4.915195569401183
1993-05-25,26.3475,26.3475,26.2927,26.2927,191800,0.20820589587425647,26.238000000000003,13.73,14.04,4.346277164232273
1993-05-26,26.3657,26.6394,26.3475,26.6211,102400,1.1017817611522782,26.2927,13.2,12.88,7.041198501872654
1993-05-27,26.6576,26.6576,26.4934,26.5299,53800,0.6178623167955353,26.6211,13.58,13.1,4.772557792692026
1993-05-28,26.5116,26.5116,26.2745,26.4022,79100,0.8983425560895828,26.5299,13.21,13.47,5.485544848035584
1993-06-01,26.4934,26.7489,26.4569,26.6576,28300,1.0976246950520359,26.4022,13.21,13.67,7.003891050583658
1993-06-02,26.5846,26.7124,26.4752,26.6211,20300,0.8919372184494049,26.6576,13.59,13.48,7.520993063161746
1993-06-03,26.5664,26.5664,26.4752,26.5299,21600,0.3438810292298898,26.6211,13.67,13.54,4.711852120333444
1993-06-04,26.4569,26.4569,26.3292,26.4387,32000,0.4838394956247982,26.5299,12.96,12.86,4.92984452028821
1993-06-07,26.4934,26.4934,26.3475,26.3475,121400,0.5522237509202191,26.4387,12.76,14.07,15.687705217074049
1993-06-08,26.2745,26.2745,26.1102,26.1102,104500,0.6272823935233027,26.3475,15.22,14.74,6.442861987114283
1993-06-09,26.2015,26.311,26.165,26.2015,43300,0.5564448509794985,26.1102,15.74,13.96,14.377320283496461
1993-06-10,26.1832,26.238000000000003,26.1285,26.2197,17900,0.4182062960098694,26.2015,13.59,13.31,6.901561932437349
1993-06-11,26.311,26.3657,26.2197,26.3292,647400,0.5552872089971772,26.2197,13.35,12.71,5.4343666283964716
1993-06-14,26.3657,26.384,26.2927,26.2927,64200,0.3466428231077512,26.3292,12.32,12.33,1.4669926650366725
1993-06-15,26.3292,26.3475,26.238000000000003,26.238000000000003,142400,0.41646461477022007,26.2927,12.32,11.99,8.353413654618482
1993-06-16,26.238000000000003,26.2927,26.165,26.2927,330900,0.4868684673556058,26.238000000000003,12.32,11.87,7.851072440307573
1993-06-17,26.3475,26.384,26.2927,26.384,37400,0.3466428231077512,26.2927,12.85,11.66,10.897173289635397
1993-06-18,26.3703,26.3703,26.1682,26.1682,58500,0.7693405788136376,26.384,11.73,12.24,5.55325321176958
1993-06-21,26.2417,26.2417,26.1866,26.2233,29300,0.2101918238813886,26.1682,12.57,12.25,3.376205787781349
1993-06-22,26.2601,26.2601,26.205,26.2417,137500,0.2100443914144947,26.2233,11.67,11.65,5.79710144927536
1993-06-23,26.2417,26.2417,26.0028,26.0028,227600,0.9145460287685823,26.2417,11.24,12.04,10.140605027694924
1993-06-24,26.0763,26.351999999999997,26.0763,26.351999999999997,243700,1.0517220661360258,26.0028,12.91,12.25,5.791352637842129
1993-06-25,26.3336,26.4071,26.3152,26.3336,44800,0.3486190852826943,26.351999999999997,12.15,11.25,8.942390369733456
1993-06-28,26.4622,26.6276,26.4255,26.6276,439900,0.7618781937342078,26.3336,12.13,11.11,15.114822546972862
1993-06-29,26.5908,26.5908,26.4622,26.499000000000002,207500,0.48479822064728584,26.6276,11.46,11.29,4.509973980919337
1993-06-30,26.5357,26.5908,26.4622,26.499000000000002,437600,0.48479822064728584,26.499000000000002,11.22,11.26,7.617360496014183
1993-07-01,26.5357,26.5357,26.3887,26.4255,605700,0.5555093680797457,26.499000000000002,10.49,11.51,15.587846763540286
1993-07-02,26.3336,26.351999999999997,26.1866,26.2785,285400,0.6296323084360764,26.4255,11.6,11.33,3.5761011774967306
1993-07-06,26.2417,26.3152,25.965999999999998,26.0028,246400,1.33585304086365,26.2785,13.0,13.87,13.44225770516152
1993-07-07,25.9844,26.113000000000003,25.9844,26.0763,343700,0.49369066402546863,26.0028,13.43,13.05,8.856088560885617
1993-07-08,26.0947,26.4255,26.0579,26.3703,248200,1.4008238795504844,26.0763,11.19,12.24,18.196588139723804
1993-07-09,26.3703,26.4438,26.3152,26.4438,378200,0.4874997630735939,26.3703,11.28,10.8,14.979573309123925
1993-07-12,26.4071,26.4438,26.3703,26.4255,373700,0.27833476287582004,26.4438,9.18,10.85,20.13820335636724
1993-07-13,26.4438,26.5173,26.2601,26.4071,389600,0.9746596080898167,26.4255,9.18,11.02,13.94927536231885
1993-07-14,26.4255,26.5725,26.4071,26.499000000000002,617300,0.6243912751323217,26.4071,9.18,10.78,15.016121602947957
1993-07-15,26.4806,26.4806,26.3336,26.3887,443800,0.556668471736762,26.499000000000002,10.94,10.6,4.672897196261683
1993-07-16,26.4071,26.4255,26.2785,26.3152,216400,0.5578324225865151,26.3887,10.66,10.96,10.556079170593772
1993-07-19,26.3152,26.3152,26.2233,26.2968,188200,0.34983868972278437,26.3152,11.44,11.46,5.694261936049061
1993-07-20,26.2785,26.3703,26.1498,26.3703,68500,0.8396785230797399,26.2968,11.1,11.05,10.143042912873861
1993-07-21,26.3336,26.351999999999997,26.2601,26.351999999999997,142700,0.3493492941737563,26.3703,12.05,11.97,3.059115336916075
1993-07-22,26.3152,26.351999999999997,26.1682,26.1682,632400,0.69992117318669,26.351999999999997,11.94,11.69,7.201735357917571
1993-07-23,26.2233,26.2968,26.205,26.2968,286200,0.34970229592129326,26.1682,11.15,11.32,8.12720848056537
1993-07-26,26.3703,26.499000000000002,26.3703,26.4438,121300,0.4868609949441435,26.2968,11.65,11.32,4.784688995215301
1993-07-27,26.4622,26.4806,26.3336,26.4255,92800,0.556668471736762,26.4438,11.87,11.34,7.734806629834255
1993-07-28,26.3703,26.4255,26.3336,26.3703,30800,0.3483759199834682,26.4255,11.87,11.37,10.928476232785417
1993-07-29,26.4255,26.5908,26.3887,26.5173,331000,0.7629366075557583,26.3703,11.54,11.25,6.086956521739125
1993-07-30,26.5173,26.5173,26.3336,26.3703,75300,0.6951631854897389,26.5173,11.54,11.73,15.357142857142863
1993-08-02,26.4071,26.5357,26.4071,26.4438,41300,0.485807324130944,26.3703,11.81,11.47,5.363984674329508
1993-08-03,26.499000000000002,26.5725,26.3703,26.4622,81600,0.7638432421405791,26.4438,10.95,11.49,12.987012987012985
1993-08-04,26.4622,26.5173,26.3887,26.4622,434000,0.48614523872528154,26.4622,10.92,11.71,12.326388888888888
1993-08-05,26.4622,26.4622,26.3703,26.4071,36800,0.3478919225855259,26.4622,11.94,12.03,7.986825854261018
1993-08-06,26.4806,26.499000000000002,26.4071,26.4438,402300,0.34740795484831627,26.4071,12.18,12.33,9.289400555776101
1993-08-09,26.5173,26.6643,26.4622,26.5908,828200,0.7608255766896049,26.4438,12.15,12.39,9.820359281437128
1993-08-10,26.5725,26.5908,26.5357,26.5725,604900,0.20742943728648805,26.5908,11.97,12.31,9.599999999999994
1993-08-11,26.5541,26.646,26.5541,26.5725,542200,0.3454880723908509,26.5725,12.36,12.07,5.492730210016168
1993-08-12,26.646,26.646,26.4071,26.499000000000002,303700,0.9006071275759607,26.5725,12.22,12.38,8.056872037914689
1993-08-13,26.5173,26.5541,26.5173,26.5357,103500,0.1386810975402929,26.499000000000002,12.8,12.19,8.49724626278521
1993-08-16,26.5541,26.7563,26.5541,26.6828,241800,0.7585761877607419,26.5357,12.37,12.01,5.534902932672449
1993-08-17,26.6643,26.7746,26.6643,26.7746,369300,0.4128078983661667,26.6828,11.78,11.59,9.822534048699968
1993-08-18,26.8665,26.9768,26.8481,26.9216,414300,0.478217330640659,26.7746,12.06,11.52,7.363520947947517
1993-08-19,26.94,26.94,26.8849,26.9216,28500,0.20473795585315732,26.9216,12.07,11.63,5.8848614072494625
1993-08-20,26.8665,26.94,26.8481,26.94,80700,0.34171127070858626,26.9216,11.29,11.62,7.45182012847965
1993-08-23,26.8298,26.9033,26.8298,26.8849,15600,0.2735743889706821,26.94,12.36,12.15,2.9292107404393914
1993-08-24,26.8849,27.1789,26.8849,27.1789,273400,1.0876039050159274,26.8849,11.94,11.8,7.881773399014786
1993-08-25,27.1789,27.3076,27.1421,27.1973,242300,0.6079005026657688,27.1789,11.78,12.1,7.7836952068824194
1993-08-26,27.2156,27.3627,27.1054,27.2156,120000,0.9447731791635865,27.1973,11.85,12.14,10.119292472233653
1993-08-27,27.1421,27.1973,27.1421,27.1973,25700,0.203167499089056,27.2156,11.85,11.91,7.438016528925622
1993-08-30,27.2156,27.3443,27.2156,27.3076,183500,0.4717750582387506,27.1973,11.34,11.74,8.932369204593781
1993-08-31,27.2891,27.3811,27.2524,27.3811,66500,0.47113950231999957,27.3076,12.55,11.85,10.695617209489345
1993-09-01,27.2891,27.3994,27.2891,27.3443,136500,0.4033754811340546,27.3811,11.3,11.48,7.82312925170068
1993-09-02,27.3627,27.3994,27.234,27.2524,472400,0.6054904142886887,27.3443,11.91,11.87,7.213114754098368
1993-09-03,27.234,27.3076,27.1973,27.2708,630500,0.40473425325063356,27.2524,11.56,11.16,8.718861209964416
1993-09-07,27.2708,27.3076,27.0503,27.087,196400,0.9466885218155989,27.2708,11.8,12.9,12.261146496815295
1993-09-08,27.087,27.087,26.8114,26.9951,269900,1.0226648657474091,27.087,12.26,13.24,12.629161882893229
1993-09-09,26.8849,27.0686,26.8849,27.0503,239200,0.6809567497938105,26.9951,13.38,12.67,6.481481481481493
1993-09-10,27.1238,27.3076,27.087,27.2891,106500,0.8111099263529873,27.0503,12.16,11.7,7.420042643923249
1993-09-13,27.3811,27.3811,27.3076,27.3076,66900,0.2687941018894186,27.2891,11.67,12.16,6.473029045643147
1993-09-14,27.234,27.234,27.1054,27.1973,184500,0.47332138374734456,27.3076,13.49,13.15,8.754716981132077
1993-09-15,27.087,27.2891,26.9951,27.2708,101000,1.0831881099841223,27.1973,13.49,12.7,7.413127413127405
1993-09-16,27.234,27.2524,27.1421,27.1605,54300,0.4055557087573276,27.2708,13.49,13.36,7.921539041870984
1993-09-17,27.1452,27.1637,27.0712,27.1082,200900,0.3411087694454958,27.1605,11.32,13.39,21.696252465483234
1993-09-20,27.1452,27.2006,26.8863,26.8863,57800,1.16220378686892,27.1082,13.66,14.6,9.307282415630555
1993-09-21,26.9233,26.9603,26.5165,26.7938,318200,1.6597851778715238,26.8863,14.57,17.3,23.088638440450804
1993-09-22,26.8863,27.0527,26.8493,27.0157,439700,0.7547029794812883,26.7938,14.78,13.75,7.568325157673442
1993-09-23,27.0897,27.1822,27.0527,27.1637,88500,0.47755227722370713,27.0157,13.47,13.36,4.730229120473014
1993-09-24,27.1267,27.1452,27.0527,27.0897,53500,0.3413416386981694,27.1637,12.58,12.47,3.422204536410663
1993-09-27,27.2931,27.3855,27.2931,27.3855,274600,0.33797500301763894,27.0897,12.76,12.49,4.29252782193958
1993-09-28,27.4041,27.4041,27.3116,27.3301,158300,0.3381113647454063,27.3855,11.91,12.19,8.259109311740888
1993-09-29,27.3301,27.4041,27.2006,27.2376,221000,0.7453570846465533,27.3301,12.0,12.63,9.676129548180722
1993-09-30,27.2376,27.2931,27.1267,27.1822,99300,0.6115421225362807,27.2376,13.08,12.99,5.355064027939474
1993-10-01,27.1452,27.3486,27.1082,27.3116,22700,0.8829016761910397,27.1822,12.56,11.83,6.5789473684210575
1993-10-04,27.3486,27.3486,27.2746,27.3486,1038500,0.27094714333836767,27.3116,13.27,12.85,6.451612903225803
1993-10-05,27.4041,27.4041,27.2192,27.3116,436500,0.677000474156629,27.3486,13.15,12.97,9.436834094368342
1993-10-06,27.3301,27.441,27.2931,27.2931,209200,0.5404309196643406,27.3116,13.07,12.68,5.880047040376322
1993-10-07,27.3301,27.3301,27.2006,27.2192,59400,0.474961810503075,27.2931,12.65,13.14,8.615384615384624
1993-10-08,27.2931,27.3116,27.0527,27.2561,54400,0.9524632893277281,27.2192,12.65,12.04,14.548361310951242
1993-10-11,27.3116,27.3671,27.3116,27.3116,467100,0.20300409483035298,27.2561,13.08,12.26,10.468319559228652
1993-10-12,27.3486,27.3671,27.3301,27.3486,26200,0.1352902890824358,27.3116,14.64,12.41,20.746268656716417
1993-10-13,27.3671,27.3671,27.3116,27.3486,139100,0.20300409483035298,27.3486,10.62,11.38,22.964509394572026
1993-10-14,27.4595,27.6999,27.3855,27.6999,108100,1.1415002886427226,27.3486,12.35,11.0,11.96581196581197
1993-10-15,27.8293,27.9033,27.7554,27.8479,1502500,0.5314533037961717,27.6999,12.35,10.87,10.783869506116913
1993-10-18,27.8293,27.8293,27.7369,27.7739,722400,0.33257627838506637,27.8479,12.27,11.33,9.29637526652452
1993-10-19,27.7369,27.7924,27.5705,27.5705,880100,0.8016198573412937,27.7739,11.73,11.61,6.584010260795208
1993-10-20,27.6629,27.6629,27.552,27.6074,230400,0.4017031634576931,27.5705,11.2,11.32,4.195804195804199
1993-10-21,27.625999999999998,27.625999999999998,27.5335,27.5705,56200,0.3353910024565037,27.6074,10.7,11.2,9.352517985611518
1993-10-22,27.6074,27.7184,27.441,27.441,390700,1.005812245963517,27.5705,10.75,11.48,8.88888888888889
1993-10-25,27.4595,27.552,27.3855,27.515,114500,0.6061433447098947,27.441,11.67,11.83,5.5810079133694295
1993-10-26,27.4965,27.515,27.4041,27.4965,186200,0.403866778588873,27.515,10.04,11.83,19.819819819819813
1993-10-27,27.4595,27.5335,27.4595,27.515,118400,0.2691251613841821,27.4965,10.04,12.01,5.594989561586638
1993-10-28,27.552,27.7924,27.552,27.7184,129600,0.8687419142677526,27.515,11.95,11.88,3.1905961376994036
1993-10-29,27.6999,27.7369,27.6814,27.7184,80700,0.20029484845258172,27.7184,11.95,11.46,8.849557522123893
1993-11-01,27.6814,27.8109,27.6814,27.7924,36400,0.4667314203952626,27.7184,12.02,11.78,3.50584307178631
1993-11-02,27.7554,27.8109,27.6074,27.7739,262100,0.7344144443261587,27.7924,11.68,11.74,7.37636211232187
1993-11-03,27.7554,27.7554,27.2931,27.4225,479100,1.6796097986321246,27.7739,11.72,13.26,18.425196850393704
1993-11-04,27.4225,27.4225,27.1082,27.1267,130400,1.1527451508966486,27.4225,13.52,14.68,14.351360904913394
1993-11-05,27.0527,27.2561,26.9418,27.2561,363200,1.1598235355982403,27.1267,14.57,14.97,12.2501611863314
1993-11-08,27.2746,27.3671,27.2006,27.2931,367600,0.6102511192518622,27.2561,16.12,14.31,12.735070933685261
1993-11-09,27.478,27.4965,27.2931,27.3116,246900,0.7424766744053689,27.2931,13.92,13.94,8.720930232558134
1993-11-10,27.3116,27.515,27.2376,27.515,46500,1.0132852138528583,27.3116,13.18,13.72,9.879253567508231
1993-11-11,27.515,27.589000000000002,27.4225,27.441,88900,0.605327976877572,27.515,13.25,13.88,11.849710982658964
1993-11-12,27.4965,27.6629,27.478,27.5705,108200,0.6706455643632909,27.441,14.47,13.33,11.739130434782602
1993-11-15,27.625999999999998,27.625999999999998,27.478,27.552,243300,0.5371660859465597,27.5705,13.79,14.46,10.45392022008254
1993-11-16,27.6074,27.6999,27.4965,27.6814,492600,0.7370045872556851,27.552,15.03,15.11,4.9511400651465785
1993-11-17,27.6999,27.6999,27.4595,27.5335,39600,0.8716556017650703,27.6814,15.69,15.57,7.120152574698024
1993-11-18,27.4965,27.552,27.3855,27.4595,240800,0.6061433447098947,27.5335,15.44,14.65,7.024519549370435
1993-11-19,27.3671,27.441,27.3486,27.4041,106000,0.33729028866791444,27.4595,14.99,15.03,6.524633821571241
1993-11-22,27.3301,27.3486,27.1452,27.2376,165300,0.7465069420741517,27.4041,16.2,15.9,4.220980757293605
1993-11-23,27.3855,27.4041,27.2376,27.3855,89700,0.609424670169483,27.2376,16.2,14.27,6.963788300835655
1993-11-24,27.4595,27.515,27.4225,27.4965,77200,0.3367463026166139,27.3855,16.2,13.51,5.169867060561308
1993-11-26,27.5705,27.5705,27.4965,27.515,1019800,0.26876350627416806,27.4965,13.3,13.77,8.914450035945364
1993-11-29,27.589000000000002,27.6444,27.4041,27.4041,517500,0.8730483119431094,27.515,13.39,14.12,8.987161198288158
1993-11-30,27.3855,27.552,27.3671,27.4225,230000,0.6733540789998341,27.4041,13.39,13.76,8.18214158662398
1993-12-01,27.5705,27.589000000000002,27.4595,27.4595,379200,0.47049420056860297,27.4225,12.93,13.83,10.834553440702784
1993-12-02,27.515,27.552,27.4595,27.5335,352000,0.33629332048753857,27.4595,14.22,13.51,5.12080778939777
1993-12-03,27.515,27.6444,27.515,27.6444,306000,0.4691856691697169,27.5335,13.34,12.69,5.600306866129654
1993-12-06,27.6814,27.7739,27.6814,27.7369,99500,0.33360201820205154,27.6444,14.5,12.84,12.815818381545222
1993-12-07,27.7369,27.7554,27.6814,27.7184,88800,0.266970676518131,27.7369,14.76,12.41,18.181818181818173
1993-12-08,27.7184,27.7184,27.6814,27.7184,146700,0.13357448943858655,27.7184,14.2,12.46,13.333333333333327
1993-12-09,27.7184,27.7554,27.589000000000002,27.625999999999998,416500,0.6013255180289222,27.7184,11.58,12.43,13.979797979797985
1993-12-10,27.6444,27.6444,27.515,27.5705,412900,0.4691856691697169,27.625999999999998,12.62,12.6,4.347826086956514
1993-12-13,27.5705,27.7369,27.5335,27.7369,273200,0.7360178323297768,27.5705,9.7,10.98,17.580340264650278
1993-12-14,27.7554,27.7554,27.5335,27.5335,41900,0.802692764732167,27.7369,10.71,11.13,5.395518975765888
1993-12-15,27.5705,27.589000000000002,27.4965,27.4965,82600,0.3358415554002456,27.5335,11.49,11.03,5.087014725568944
1993-12-16,27.6074,27.6074,27.552,27.589000000000002,78200,0.20087238077281042,27.4965,11.15,10.9,5.420303169499309
1993-12-17,27.6465,27.7582,27.6279,27.7396,104700,0.4705151653573669,27.589000000000002,11.67,11.08,5.638766519823793
1993-12-20,27.7209,27.7954,27.7023,27.7768,68800,0.3355093994886265,27.7396,11.11,10.75,6.666666666666668
1993-12-21,27.7396,27.7396,27.6465,27.6837,205700,0.3361854328071474,27.7768,10.53,10.08,5.326876513317182
1993-12-22,27.7582,27.8885,27.7023,27.8699,410300,0.6698950186001982,27.6837,10.03,9.31,7.767995857068877
1993-12-23,27.8513,27.9071,27.814,27.8513,533800,0.33416425734595956,27.8699,9.5,9.48,4.0598290598290685
1993-12-27,27.8513,28.0002,27.8513,28.0002,447100,0.533199645488487,27.8513,9.5,9.7,9.635974304068508
