datetime,open,high,low,close,volume
2022-05-24 16:40:00,284.78,284.9,284.66,284.81,60344
2022-05-24 16:41:00,284.78,284.82,284.66,284.775,33132
2022-05-24 16:42:00,284.78,284.95,284.6,284.93,47215
2022-05-24 16:43:00,284.95,284.99,284.732,284.8,32812
2022-05-24 16:44:00,284.78,284.78,284.6042,284.612,47999
2022-05-24 16:45:00,284.61,284.68,284.43,284.62,72608
2022-05-24 16:46:00,284.64,284.72,284.48,284.68,69659
2022-05-24 16:47:00,284.65,284.72,284.58,284.71,48017
2022-05-24 16:48:00,284.6933,285.09,284.6933,284.7569,106650
2022-05-24 16:49:00,284.74,284.94,284.58,284.93,73512
2022-05-24 16:50:00,284.93,285.08,284.77,284.99,58143
2022-05-24 16:51:00,285.01,285.02,284.68,284.82,72341
2022-05-24 16:52:00,284.76,284.8,284.55,284.6757,55733
2022-05-24 16:53:00,284.641,284.82,284.6,284.685,36643
2022-05-24 16:54:00,284.7148,284.76,284.56,284.7486,52727
2022-05-24 16:55:00,284.76,285.24,284.76,285.1,111033
2022-05-24 16:56:00,285.1,285.53,284.94,285.3346,127917
2022-05-24 16:57:00,285.35,285.83,285.3,285.755,115752
2022-05-24 16:58:00,285.7405,285.8281,285.52,285.55,83986
2022-05-24 16:59:00,285.5323,285.56,285.2,285.2852,83880
2022-05-24 17:00:00,285.26,285.3099,284.72,284.7601,102000
2022-05-24 17:01:00,284.78,284.89,284.65,284.71,65656
2022-05-24 17:02:00,284.72,284.8364,284.58,284.58,72871
2022-05-24 17:03:00,284.5701,284.5701,284.132,284.16,161846
2022-05-24 17:04:00,284.16,284.175,283.9,283.91,117357
2022-05-24 17:05:00,283.93,284.29,283.91,284.16,120731
2022-05-24 17:06:00,284.17,284.22,284.04,284.07,64988
2022-05-24 17:07:00,284.11,284.36,284.03,284.3202,72684
2022-05-24 17:08:00,284.3,284.35,284.1179,284.19,39354
2022-05-24 17:09:00,284.21,284.2498,284.09,284.16,34268
2022-05-24 17:10:00,284.18,284.23,284.024,284.1301,86522
2022-05-24 17:11:00,284.1,284.3599,284.09,284.3019,67052
2022-05-24 17:12:00,284.315,284.49,284.23,284.27,114719
2022-05-24 17:13:00,284.28,284.53,284.28,284.47,89744
2022-05-24 17:14:00,284.46,284.49,284.26,284.3,70448
2022-05-24 17:15:00,284.27,284.42,284.13,284.2,93665
2022-05-24 17:16:00,284.19,284.28,284.01,284.28,56715
2022-05-24 17:17:00,284.28,284.53,284.181,284.39,56905
2022-05-24 17:18:00,284.37,284.77,284.35,284.6549,109357
2022-05-24 17:19:00,284.6562,284.71,284.4068,284.43,56926
2022-05-24 17:20:00,284.42,284.5,284.25,284.41,46491
2022-05-24 17:21:00,284.3906,284.52,284.15,284.21,34009
2022-05-24 17:22:00,284.2113,284.25,284.0,284.15,93420
2022-05-24 17:23:00,284.1574,284.35,284.1195,284.33,68128
2022-05-24 17:24:00,284.35,284.5,284.25,284.31,62854
2022-05-24 17:25:00,284.29,284.36,284.05,284.0501,53794
2022-05-24 17:26:00,284.06,284.47,284.0231,284.47,32742
2022-05-24 17:27:00,284.46,284.56,284.2701,284.4,71324
2022-05-24 17:28:00,284.385,284.45,284.29,284.365,25821
2022-05-24 17:29:00,284.4,284.88,284.4,284.74,105257
2022-05-24 17:30:00,284.739,284.739,284.41,284.52,77700
2022-05-24 17:31:00,284.5301,284.5989,284.3292,284.34,65600
2022-05-24 17:32:00,284.35,284.37,284.22,284.26,39061
2022-05-24 17:33:00,284.26,284.53,284.11,284.5299,58366
2022-05-24 17:34:00,284.47,284.7081,284.45,284.6,61062
2022-05-24 17:35:00,284.59,284.71,284.52,284.62,28696
2022-05-24 17:36:00,284.61,285.02,284.58,284.7884,67071
2022-05-24 17:37:00,284.78,285.17,284.58,285.1201,128055
2022-05-24 17:38:00,285.14,285.59,285.08,285.535,147111
2022-05-24 17:39:00,285.5306,285.54,285.29,285.51,133986
2022-05-24 17:40:00,285.52,286.27,285.47,286.265,212921
2022-05-24 17:41:00,286.27,286.61,286.15,286.24,174056
2022-05-24 17:42:00,286.24,286.34,286.01,286.12,96959
2022-05-24 17:43:00,286.12,286.155,285.9513,286.07,73766
2022-05-24 17:44:00,286.1,286.25,285.94,286.1422,72862
2022-05-24 17:45:00,286.1701,286.41,286.08,286.41,95920
2022-05-24 17:46:00,286.42,286.8391,286.27,286.27,176336
2022-05-24 17:47:00,286.24,286.31,285.84,285.9,133403
2022-05-24 17:48:00,285.96,286.05,285.8701,285.985,56435
2022-05-24 17:49:00,285.99,286.31,285.99,286.25,69980
2022-05-24 17:50:00,286.24,286.31,286.071,286.2501,75477
2022-05-24 17:51:00,286.29,286.47,286.17,286.41,93696
2022-05-24 17:52:00,286.43,286.5,286.21,286.35,111505
2022-05-24 17:53:00,286.38,286.57,286.2,286.4384,129357
2022-05-24 17:54:00,286.48,286.65,286.2719,286.43,92802
2022-05-24 17:55:00,286.44,286.59,286.28,286.57,96864
2022-05-24 17:56:00,286.61,286.73,286.45,286.4801,95192
2022-05-24 17:57:00,286.54,286.575,286.08,286.11,98304
2022-05-24 17:58:00,286.1,286.2099,286.02,286.16,84989
2022-05-24 17:59:00,286.2,286.3699,286.09,286.195,68783
2022-05-24 18:00:00,286.29,286.32,286.06,286.11,64975
2022-05-24 18:01:00,286.1599,286.24,285.5649,285.62,129972
2022-05-24 18:02:00,285.61,285.8399,285.51,285.71,101938
2022-05-24 18:03:00,285.72,285.93,285.65,285.83,113243
2022-05-24 18:04:00,285.835,285.89,285.472,285.52,79917
2022-05-24 18:05:00,285.55,285.75,285.45,285.7227,63409
2022-05-24 18:06:00,285.72,285.92,285.72,285.763,42360
2022-05-24 18:07:00,285.8,286.0905,285.75,286.0701,51825
2022-05-24 18:08:00,286.06,286.31,285.88,286.1837,108672
2022-05-24 18:09:00,286.26,287.07,286.26,286.7901,209206
2022-05-24 18:10:00,286.82,287.11,286.66,287.04,106783
2022-05-24 18:11:00,287.065,287.685,287.0232,287.5285,292952
2022-05-24 18:12:00,287.5,287.59,287.28,287.4273,101854
2022-05-24 18:13:00,287.44,287.4603,286.93,287.0,170418
2022-05-24 18:14:00,286.99,287.105,286.51,286.7353,159293
2022-05-24 18:15:00,286.71,286.85,286.38,286.42,82537
2022-05-24 18:16:00,286.41,286.595,286.41,286.54,47608
2022-05-24 18:17:00,286.55,286.6,286.39,286.43,56356
2022-05-24 18:18:00,286.4315,286.5,285.89,285.9155,133037
2022-05-24 18:19:00,285.9069,286.06,285.82,285.9814,73006
2022-05-24 18:20:00,285.97,285.98,285.54,285.7705,131304
2022-05-24 18:21:00,285.76,286.06,285.76,286.05,48266
2022-05-24 18:22:00,286.07,286.1499,285.92,286.08,71765
2022-05-24 18:23:00,286.08,286.46,286.06,286.18,105153
2022-05-24 18:24:00,286.17,286.38,286.0,286.29,83523
2022-05-24 18:25:00,286.3385,286.77,286.26,286.5132,133223
2022-05-24 18:26:00,286.49,286.56,286.2635,286.46,49470
2022-05-24 18:27:00,286.4801,286.4801,286.2501,286.3,32101
2022-05-24 18:28:00,286.29,286.51,286.24,286.2708,41386
2022-05-24 18:29:00,286.27,286.38,286.0,286.0,61116
2022-05-24 18:30:00,285.9973,286.131,285.85,285.95,59218
2022-05-24 18:31:00,285.94,286.005,285.69,285.9,107820
2022-05-24 18:32:00,285.9,286.22,285.9,286.18,44741
2022-05-24 18:33:00,286.18,286.27,286.01,286.25,28593
2022-05-24 18:34:00,286.25,286.42,286.0703,286.36,67872
2022-05-24 18:35:00,286.33,286.72,286.3036,286.5492,106609
2022-05-24 18:36:00,286.57,286.6,286.1616,286.215,72524
2022-05-24 18:37:00,286.23,286.47,286.16,286.3849,51839
2022-05-24 18:38:00,286.39,286.88,286.23,286.795,108179
2022-05-24 18:39:00,286.8074,286.81,286.63,286.68,54015
2022-05-24 18:40:00,286.72,286.99,286.5,286.51,129460
2022-05-24 18:41:00,286.5,286.5515,286.25,286.339,104717
2022-05-24 18:42:00,286.3,286.41,285.96,286.083,79951
2022-05-24 18:43:00,286.08,286.12,285.51,285.53,149698
2022-05-24 18:44:00,285.51,285.52,285.255,285.28,144724
2022-05-24 18:45:00,285.3,285.4005,285.1424,285.245,84743
2022-05-24 18:46:00,285.2022,285.34,285.17,285.24,74147
2022-05-24 18:47:00,285.24,285.39,285.073,285.28,79943
2022-05-24 18:48:00,285.3,285.4,284.73,284.93,227493
2022-05-24 18:49:00,284.939,284.9534,284.4307,284.6805,142623
2022-05-24 18:50:00,284.66,284.76,284.42,284.5157,212050
2022-05-24 18:51:00,284.53,284.74,284.43,284.73,90132
2022-05-24 18:52:00,284.74,284.85,284.5,284.745,88942
2022-05-24 18:53:00,284.69,284.74,284.48,284.57,127376
2022-05-24 18:54:00,284.55,284.55,284.3,284.3781,97372
2022-05-24 18:55:00,284.33,284.35,284.09,284.17,104539
2022-05-24 18:56:00,284.1528,284.53,284.1528,284.47,111315
2022-05-24 18:57:00,284.48,284.69,284.3801,284.59,69126
2022-05-24 18:58:00,284.5814,284.85,284.57,284.735,130536
2022-05-24 18:59:00,284.7001,284.85,284.58,284.77,48375
2022-05-24 19:00:00,284.75,284.82,284.63,284.78,62655
2022-05-24 19:01:00,284.785,285.11,284.77,284.95,94525
2022-05-24 19:02:00,284.98,284.9972,284.73,284.9,84719
2022-05-24 19:03:00,284.94,285.6905,284.85,285.62,171047
2022-05-24 19:04:00,285.63,285.63,285.3,285.4,88639
2022-05-24 19:05:00,285.38,285.97,285.34,285.8799,140898
2022-05-24 19:06:00,285.89,285.93,285.73,285.81,89553
2022-05-24 19:07:00,285.79,285.92,285.57,285.57,92046
2022-05-24 19:08:00,285.57,285.709,285.2501,285.405,125879
2022-05-24 19:09:00,285.4,285.45,285.26,285.385,78287
2022-05-24 19:10:00,285.4391,286.099,285.35,285.82,180611
2022-05-24 19:11:00,285.82,285.87,285.57,285.7,83134
2022-05-24 19:12:00,285.71,285.89,285.6799,285.71,107392
2022-05-24 19:13:00,285.72,285.7881,285.46,285.5199,72861
2022-05-24 19:14:00,285.51,285.66,285.4,285.64,74157
2022-05-24 19:15:00,285.63,285.76,285.31,285.335,80608
2022-05-24 19:16:00,285.34,285.7,285.31,285.63,72859
2022-05-24 19:17:00,285.59,285.6795,285.43,285.62,64241
2022-05-24 19:18:00,285.64,286.03,285.5605,285.5605,122463
2022-05-24 19:19:00,285.56,285.5668,285.19,285.325,107864
2022-05-24 19:20:00,285.35,285.37,284.71,284.805,162568
2022-05-24 19:21:00,284.83,285.38,284.79,285.3,133367
2022-05-24 19:22:00,285.31,285.9225,285.31,285.7521,180228
2022-05-24 19:23:00,285.77,285.96,285.62,285.85,67948
2022-05-24 19:24:00,285.88,286.08,285.72,285.815,106953
2022-05-24 19:25:00,285.8,285.8499,285.53,285.73,92044
2022-05-24 19:26:00,285.74,286.01,285.7,285.97,75973
2022-05-24 19:27:00,285.97,286.41,285.89,286.23,194934
2022-05-24 19:28:00,286.26,286.3,285.66,285.74,175157
2022-05-24 19:29:00,285.72,286.12,285.6599,286.12,87940
2022-05-24 19:30:00,286.12,286.36,285.96,286.25,172311
2022-05-24 19:31:00,286.26,286.33,285.96,286.04,120592
2022-05-24 19:32:00,286.06,286.39,286.0,286.245,92084
2022-05-24 19:33:00,286.24,286.34,286.1,286.32,80824
2022-05-24 19:34:00,286.3101,286.38,286.1223,286.32,103397
2022-05-24 19:35:00,286.31,287.14,286.31,287.12,344770
2022-05-24 19:36:00,287.13,287.585,287.0918,287.37,377336
2022-05-24 19:37:00,287.38,287.87,287.37,287.72,326379
2022-05-24 19:38:00,287.75,288.02,287.74,288.02,248503
2022-05-24 19:39:00,287.99,288.46,287.86,287.93,387628
2022-05-24 19:40:00,287.94,288.08,287.51,287.52,257428
2022-05-24 19:41:00,287.54,287.87,287.53,287.73,214878
2022-05-24 19:42:00,287.71,288.2197,287.71,288.15,206334
2022-05-24 19:43:00,288.13,288.27,287.73,287.74,240556
2022-05-24 19:44:00,287.75,287.75,287.22,287.24,205036
2022-05-24 19:45:00,287.21,288.1,287.12,288.07,217731
2022-05-24 19:46:00,288.1,288.1,287.56,287.61,155477
2022-05-24 19:47:00,287.62,288.0471,287.61,287.97,130331
2022-05-24 19:48:00,287.96,288.2,287.76,288.03,158018
2022-05-24 19:49:00,288.02,288.0557,287.39,287.65,263454
2022-05-24 19:50:00,287.62,287.96,287.26,287.29,348585
2022-05-24 19:51:00,287.3,287.58,287.1,287.58,386490
2022-05-24 19:52:00,287.55,287.635,287.11,287.12,192854
2022-05-24 19:53:00,287.1,287.1,286.6606,286.95,310636
2022-05-24 19:54:00,286.94,286.95,286.44,286.51,302514
2022-05-24 19:55:00,286.52,286.76,286.27,286.655,291332
2022-05-24 19:56:00,286.64,286.6899,286.425,286.64,267154
2022-05-24 19:57:00,286.64,287.08,286.45,286.98,343510
2022-05-24 19:58:00,286.98,287.05,286.7599,286.81,416005
2022-05-24 19:59:00,286.81,287.33,286.57,287.25,993883
2022-05-25 13:30:00,285.71,286.52,285.5,286.37,698112
2022-05-25 13:31:00,286.33,286.7495,286.14,286.57,308032
2022-05-25 13:32:00,286.61,286.96,286.37,286.899,171499
2022-05-25 13:33:00,286.91,287.57,286.67,287.57,298386
2022-05-25 13:34:00,287.52,287.6,287.04,287.21,265144
2022-05-25 13:35:00,287.24,287.68,287.0101,287.6673,394770
2022-05-25 13:36:00,287.66,288.76,287.66,288.37,443864
2022-05-25 13:37:00,288.371,288.46,288.14,288.2,217843
2022-05-25 13:38:00,288.24,288.76,288.1,288.63,274918
2022-05-25 13:39:00,288.6693,288.6798,287.89,288.21,235466
2022-05-25 13:40:00,288.185,288.52,288.05,288.43,283871
2022-05-25 13:41:00,288.36,288.5929,288.0,288.07,299286
2022-05-25 13:42:00,288.06,288.16,287.75,287.77,235198
2022-05-25 13:43:00,287.76,287.85,287.26,287.74,257167
2022-05-25 13:44:00,287.76,288.2,287.75,288.18,255914
2022-05-25 13:45:00,288.19,289.09,288.16,288.49,374592
2022-05-25 13:46:00,288.4999,288.6385,287.96,288.18,248451
2022-05-25 13:47:00,288.14,288.2289,287.36,287.57,216818
2022-05-25 13:48:00,287.51,287.58,286.7,286.77,320982
2022-05-25 13:49:00,286.77,286.96,286.55,286.61,244690
2022-05-25 13:50:00,286.65,287.243,286.59,287.12,291883
2022-05-25 13:51:00,287.12,287.39,286.79,286.99,231169
2022-05-25 13:52:00,286.99,287.35,286.69,286.9616,271990
2022-05-25 13:53:00,286.9399,287.32,286.82,287.05,181474
2022-05-25 13:54:00,287.05,287.57,286.99,287.28,205199
2022-05-25 13:55:00,287.33,287.91,287.0806,287.69,240620
2022-05-25 13:56:00,287.739,288.14,287.5542,288.02,241986
2022-05-25 13:57:00,288.02,288.25,287.6,287.83,177476
2022-05-25 13:58:00,287.8299,287.9241,287.21,287.38,167989
2022-05-25 13:59:00,287.41,287.94,287.41,287.82,183965
2022-05-25 14:00:00,287.82,288.1,287.27,287.825,190283
2022-05-25 14:01:00,287.84,287.86,287.179,287.62,163160
2022-05-25 14:02:00,287.61,287.9671,287.54,287.76,138814
2022-05-25 14:03:00,287.7799,288.06,287.62,288.01,204665
2022-05-25 14:04:00,288.06,288.28,287.83,287.94,178343
2022-05-25 14:05:00,287.91,287.92,287.3101,287.3101,145479
2022-05-25 14:06:00,287.33,287.33,286.59,286.91,253133
2022-05-25 14:07:00,286.89,287.04,286.68,287.03,202437
2022-05-25 14:08:00,287.06,287.51,287.05,287.18,189740
